_row_id,_input_row_index,_source_url,extract_rank,extract_text,is_gap_extract,brief_usefulness_score_0_100,brief_gap_analysis_usefulness_score_0_100,brief_message_usefulness_score_0_100
row::252ba4cc7fe2048bbbaeae50f97f665effde626b,159,https://www.healio.com/news/allergy-asthma/20210902/facetoface-allergy-training-improves-preparedness-policies-for-school-staff,3,"Preparedness gaps persisted in some schools: among schools reporting at-risk pupils and AAI availability, some lacked personalised action plans.",False,72,78,58
row::fb9bceb63c78392ce9dd6619cafb1b89163026c3,160,https://www.ready2react.co.uk/en-gb/ready2react-key-findings,1,Immediate treatment messaging: anaphylaxis can be fatal and must be treated immediately with an adrenaline pen.,False,70,74,62
row::fb9bceb63c78392ce9dd6619cafb1b89163026c3,160,https://www.ready2react.co.uk/en-gb/ready2react-key-findings,2,Brand-specific operation differs across UK AAIs; users need training for their prescribed device.,False,70,74,62
row::fb9bceb63c78392ce9dd6619cafb1b89163026c3,160,https://www.ready2react.co.uk/en-gb/ready2react-key-findings,3,Carry at least two AAIs; administer a second dose if not improving after ~5 minutes; call 999 after use.,False,70,74,62
row::fb9bceb63c78392ce9dd6619cafb1b89163026c3,160,https://www.ready2react.co.uk/en-gb/ready2react-key-findings,4,21% expiry unawareness; systems may not provide expiry alerts; replacement burden if unused.,False,70,74,62
row::fb9bceb63c78392ce9dd6619cafb1b89163026c3,160,https://www.ready2react.co.uk/en-gb/ready2react-key-findings,5,School/venue stocking not mandatory/guaranteed; increases reliance on individual carriage.,False,70,74,62
row::8417ec23ba5d0fa6e4b6bc71c8c8bc33ac6c8bc3,161,https://dontforgetthebubbles.com/adrenaline,1,UK (Resus Council-referenced) anaphylaxis IM dosing table including >12 years = 500 micrograms IM.,False,58,64,46
row::8417ec23ba5d0fa6e4b6bc71c8c8bc33ac6c8bc3,161,https://dontforgetthebubbles.com/adrenaline,2,Repeat IM dose after 5 minutes if no response.,False,58,64,46
row::242e7bc0279ea5ed2aa11773a8b0fc8293e04511,162,https://www.ncbi.nlm.nih.gov/books/NBK435940,1,Severe reactions reported in 38.7% of children with food allergy; odds increased with age and peaked at 14–17 years (cited survey).,False,52,78,30
row::242e7bc0279ea5ed2aa11773a8b0fc8293e04511,162,https://www.ncbi.nlm.nih.gov/books/NBK435940,2,Self-report/perceived prevalence is consistently higher than prevalence estimates using more rigorous diagnostic confirmation (OFC/DBPCOFC).,False,52,78,30
row::242e7bc0279ea5ed2aa11773a8b0fc8293e04511,162,https://www.ncbi.nlm.nih.gov/books/NBK435940,3,European evidence reviews highlight varied OFC protocols and heterogeneous methods limiting pooled estimates.,False,52,78,30
row::a182d0c00a845d65ae15e1a3a77bda05b5bfeb9c,163,https://www.medscape.com/viewarticle/promise-and-price-needle-free-epinephrine-2025a1000mot,1,"Teen carriage anecdote linked to size/needle-free form factor (qualitative, US).",False,72,80,68
row::a182d0c00a845d65ae15e1a3a77bda05b5bfeb9c,163,https://www.medscape.com/viewarticle/promise-and-price-needle-free-epinephrine-2025a1000mot,2,Needle trauma/panic quote supporting needle fear as a barrier (qualitative).,False,72,80,68
row::a182d0c00a845d65ae15e1a3a77bda05b5bfeb9c,163,https://www.medscape.com/viewarticle/promise-and-price-needle-free-epinephrine-2025a1000mot,3,Portability comparison (length/weight vs slim case) supporting bulk/visibility burden framing (descriptive).,False,72,80,68
row::a182d0c00a845d65ae15e1a3a77bda05b5bfeb9c,163,https://www.medscape.com/viewarticle/promise-and-price-needle-free-epinephrine-2025a1000mot,4,Second-dose need up to 18% supporting two-device carry preparedness (general anaphylaxis statistic).,False,72,80,68
row::a182d0c00a845d65ae15e1a3a77bda05b5bfeb9c,163,https://www.medscape.com/viewarticle/promise-and-price-needle-free-epinephrine-2025a1000mot,5,Training/teach-back recommendation supporting technique gap mitigation (generalisable process point).,False,72,80,68
row::a182d0c00a845d65ae15e1a3a77bda05b5bfeb9c,163,https://www.medscape.com/viewarticle/promise-and-price-needle-free-epinephrine-2025a1000mot,6,"Small paediatric OFC phase 3 summary (n=15, ages 6–17) supporting limited clinical context and highlighting limitations (setting/size).",False,72,80,68
row::a182d0c00a845d65ae15e1a3a77bda05b5bfeb9c,163,https://www.medscape.com/viewarticle/promise-and-price-needle-free-epinephrine-2025a1000mot,7,Post-marketing surveillance and FAERS mentions supporting uncertainty and need for real-world monitoring (gap framing).,False,72,80,68
row::d21282e9f5858bdc4226d4da7430510776ab6202,164,https://nhssomerset.nhs.uk/prescribing-and-medicines-management/prescribing-guidelines-by-clinical-area/allergies,1,“Contact Us - NHS Somerset ICB”,False,2,10,0
row::2cb45fd238f61c95720a6710f89589eb3ba69293,165,https://www.all-imm.com/index.php/aei/article/view/617/1200,1,Table 1: Anaphylaxis Yes 27/60 (45.0%); Adrenaline/AAI Yes 26/60 (43.3%).,False,58,70,48
row::2cb45fd238f61c95720a6710f89589eb3ba69293,165,https://www.all-imm.com/index.php/aei/article/view/617/1200,2,FAQLQ-TF includes an Emotional impact item on “Carry epipen/adrenaline.”,False,58,70,48
row::2cb45fd238f61c95720a6710f89589eb3ba69293,165,https://www.all-imm.com/index.php/aei/article/view/617/1200,3,Worse FAQLQ-TF/FAIM scores among adolescents with anaphylaxis and/or AAI prescription (tables report P < 0.001).,False,58,70,48
row::2cb45fd238f61c95720a6710f89589eb3ba69293,165,https://www.all-imm.com/index.php/aei/article/view/617/1200,4,FAIM: ‘chance of not acting effectively’ higher with anaphylaxis (P = 0.028).,False,58,70,48
row::a40f9273d8654a1e11059b4f98b51d7176646067,166,https://link.springer.com/article/10.1186/s13052-024-01712-y,1,Prompt adrenaline is mandatory when cardiovascular/respiratory involvement is recognised; do not delay adrenaline with other medications.,False,56,78,42
row::a40f9273d8654a1e11059b4f98b51d7176646067,166,https://link.springer.com/article/10.1186/s13052-024-01712-y,2,Education is a cornerstone of chronic management; provide adrenaline autoinjectors plus a written action plan with instructions on when/how to use.,False,56,78,42
row::a40f9273d8654a1e11059b4f98b51d7176646067,166,https://link.springer.com/article/10.1186/s13052-024-01712-y,3,Schools and sports coaches should be involved and formally instructed; older pediatric patients should directly receive education.,False,56,78,42
row::a40f9273d8654a1e11059b4f98b51d7176646067,166,https://link.springer.com/article/10.1186/s13052-024-01712-y,4,"Adolescent cofactors to consider in history include exercise, smoking, alcohol, and psychological distress.",False,56,78,42
row::8686421d3e130e9f6cf8d175272e1c430b9840ac,167,https://www.epipen.co.uk/en-GB/hcp/Guidelines,1,First-line/urgency: adrenaline first-line; do not delay treatment; call for help early; act on suspected anaphylaxis.,False,82,78,76
row::8686421d3e130e9f6cf8d175272e1c430b9840ac,167,https://www.epipen.co.uk/en-GB/hcp/Guidelines,2,Action steps: call emergency services and state ‘anaphylaxis’; repeat IM adrenaline if not improving; second device may be needed before ambulance arrival.,False,82,78,76
row::8686421d3e130e9f6cf8d175272e1c430b9840ac,167,https://www.epipen.co.uk/en-GB/hcp/Guidelines,3,Carriage policy: MHRA advises two AAIs prescribed and carried at all times.,False,82,78,76
row::8686421d3e130e9f6cf8d175272e1c430b9840ac,167,https://www.epipen.co.uk/en-GB/hcp/Guidelines,4,Training: device-specific technique differences; practice with trainer devices; re-training emphasis.,False,82,78,76
row::8686421d3e130e9f6cf8d175272e1c430b9840ac,167,https://www.epipen.co.uk/en-GB/hcp/Guidelines,5,Dosing transition: >12 years 500 micrograms IM dose band; EAACI weight-based thresholds and adolescent/adult minimum dosing guidance.,False,82,78,76
row::8686421d3e130e9f6cf8d175272e1c430b9840ac,167,https://www.epipen.co.uk/en-GB/hcp/Guidelines,6,Device/PK context: early bioavailability influenced by device and patient factors; PK data exist in SmPC 5.2 for UK devices.,False,82,78,76
row::26556c3ef758c9d8905dfc074948d60844007b7e,168,https://www.frontiersin.org/journals/allergy/articles/10.3389/falgy.2022.840999/full,1,Adrenaline is first-line for anaphylaxis; antihistamines are first-line for acute urticaria (risk of mismanagement when confused).,False,62,68,55
row::26556c3ef758c9d8905dfc074948d60844007b7e,168,https://www.frontiersin.org/journals/allergy/articles/10.3389/falgy.2022.840999/full,2,Anaphylaxis can present without skin symptoms; urticaria does not correlate with severity; fatal cases may lack urticaria.,False,62,68,55
row::26556c3ef758c9d8905dfc074948d60844007b7e,168,https://www.frontiersin.org/journals/allergy/articles/10.3389/falgy.2022.840999/full,3,"Cofactors (exercise, NSAIDs, infection, alcohol, menstruation) can lower thresholds/increase severity; cofactors estimated in ~14–30% of reactions.",False,62,68,55
row::26556c3ef758c9d8905dfc074948d60844007b7e,168,https://www.frontiersin.org/journals/allergy/articles/10.3389/falgy.2022.840999/full,4,"Recommended acute management: IM adrenaline 0.01 mg/kg (max 0.5 mg), repeat every 5–15 min as needed.",False,62,68,55
row::26556c3ef758c9d8905dfc074948d60844007b7e,168,https://www.frontiersin.org/journals/allergy/articles/10.3389/falgy.2022.840999/full,5,Medication-triggered anaphylaxis noted as occurring in school-age children and adolescents.,False,62,68,55
row::26556c3ef758c9d8905dfc074948d60844007b7e,168,https://www.frontiersin.org/journals/allergy/articles/10.3389/falgy.2022.840999/full,6,Access/system constraints: self-injectable adrenaline availability/cost and expired devices; limited access to/uptake of tryptase testing and imperfect sensitivity.,False,62,68,55
row::9da6ce6422d613f40199124841fdf6b9158a0e52,169,https://www.bsaci.org/guidelines-and-standards/bsaci-guidelines/peanut-and-tree-nut-allergy,1,Primary nut allergy affects over 2% of children and 0.5% of adults in the UK.,False,58,75,45
row::9da6ce6422d613f40199124841fdf6b9158a0e52,169,https://www.bsaci.org/guidelines-and-standards/bsaci-guidelines/peanut-and-tree-nut-allergy,2,Nut allergy is likely to be long-lived.,False,58,75,45
row::9da6ce6422d613f40199124841fdf6b9158a0e52,169,https://www.bsaci.org/guidelines-and-standards/bsaci-guidelines/peanut-and-tree-nut-allergy,3,"Comprehensive management plan should include emergency medication, an emergency treatment plan, training in administration of emergency medication, and regular re-training.",False,58,75,45
row::15e2f2d6b193293dc5c678cfd4fc4ab4757f0d36,170,https://canadianallergyandimmunologytoday.com/article/view/5-1-Waserman_et_al,1,Epinephrine is first-line and delays can be fatal (general).,False,52,72,38
row::15e2f2d6b193293dc5c678cfd4fc4ab4757f0d36,170,https://canadianallergyandimmunologytoday.com/article/view/5-1-Waserman_et_al,2,Guidelines advise prescribing self-injectable epinephrine and educating patients on when/how to administer.,False,52,72,38
row::15e2f2d6b193293dc5c678cfd4fc4ab4757f0d36,170,https://canadianallergyandimmunologytoday.com/article/view/5-1-Waserman_et_al,3,Canada-specific device availability constraint (EpiPen only) illustrates market-access variability.,False,52,72,38
row::9f6b42f22b43daeab2a9f0d777cfa003cca88648,172,https://allergy250kya.org.au/about-250k,1,In response to the findings from an Australian online survey and focus group sessions of 11–25 year olds.,False,55,65,50
row::9f6b42f22b43daeab2a9f0d777cfa003cca88648,172,https://allergy250kya.org.au/about-250k,2,Teens/young adults may be reluctant to share information about their severe allergy.,False,55,65,50
row::9f6b42f22b43daeab2a9f0d777cfa003cca88648,172,https://allergy250kya.org.au/about-250k,3,Teens/young adults may not be as vigilant about avoiding allergens or carrying their adrenaline autoinjector.,False,55,65,50
row::9f6b42f22b43daeab2a9f0d777cfa003cca88648,172,https://allergy250kya.org.au/about-250k,4,Need for age-appropriate information/resources to live safely and independently.,False,55,65,50
row::9f6b42f22b43daeab2a9f0d777cfa003cca88648,172,https://allergy250kya.org.au/about-250k,5,Designed by young people for young people (co-design).,False,55,65,50
row::033ced7dd1044fae2ed30d8d48ea0a9149632513,173,https://www.pbs.gov.au/info/industry/listing/elements/pbac-meetings/pbac-outcomes/2011-11/positive-recommendations,1,PBAC listing restriction language indicates a 500 microgram adrenaline auto-injector intended for adults ≥60 kg or adults at high risk where 300 micrograms may be insufficient.,False,18,55,12
row::033ced7dd1044fae2ed30d8d48ea0a9149632513,173,https://www.pbs.gov.au/info/industry/listing/elements/pbac-meetings/pbac-outcomes/2011-11/positive-recommendations,2,PBAC recommendation noted as cost-minimisation versus a 300 microgram auto-injector comparator (payer framing; not outcomes evidence).,False,18,55,12
row::74fb2da0aa38b74a319b27aa2fa46caa67ebc8f4,174,https://publichealth.jmir.org/2024/1/e57340,1,"A total of 2161 hospital admissions for FIA were recorded in Spain from 2016 to 2021 (overall incidence 0.77 per 100,000 person-years).",False,58,78,42
row::74fb2da0aa38b74a319b27aa2fa46caa67ebc8f4,174,https://publichealth.jmir.org/2024/1/e57340,2,ICU admissions occurred in 11.85% of hospitalised FIA cases; in-hospital deaths were 0.51%.,False,58,78,42
row::74fb2da0aa38b74a319b27aa2fa46caa67ebc8f4,174,https://publichealth.jmir.org/2024/1/e57340,3,Severity increased with age: severe anaphylaxis 6.5% (0-14) vs 25.9% (15-59) vs 24.5% (≥60).,False,58,78,42
row::74fb2da0aa38b74a319b27aa2fa46caa67ebc8f4,174,https://publichealth.jmir.org/2024/1/e57340,4,Asthma was associated with severe FIA (OR ~1.71) in multivariable analysis.,False,58,78,42
row::dbc362f1b98a74e5216b7cef2a10fc9bc6e58b03,175,https://rightdecisions.scot.nhs.uk/tam-treatments-and-medicines-nhs-highland/adult-therapeutic-guidelines/emergency-medicine/anaphylaxis-guidelines,1,Last reviewed: 16/01/2025 ... Next review date: 16/01/2028 ... Version: 2,False,20,75,5
row::dbc362f1b98a74e5216b7cef2a10fc9bc6e58b03,175,https://rightdecisions.scot.nhs.uk/tam-treatments-and-medicines-nhs-highland/adult-therapeutic-guidelines/emergency-medicine/anaphylaxis-guidelines,2,"Author(s): Emergency Department. ... Reviewer name(s): M Rennie, Consultant Emergency Medicine. ... Approved By: TAM subgroup of the ADTC",False,20,75,5
row::14b70849c04facdadf93674b687724cdddba0364,176,https://www.nhs.uk/conditions/food-allergy,1,UK red-flag symptoms prompting emergency response (call 999).,False,70,55,65
row::14b70849c04facdadf93674b687724cdddba0364,176,https://www.nhs.uk/conditions/food-allergy,2,Immediate use of adrenaline auto-injector advised for serious allergic reaction.,False,70,55,65
row::14b70849c04facdadf93674b687724cdddba0364,176,https://www.nhs.uk/conditions/food-allergy,3,Call 999 after using injector even if feeling better.,False,70,55,65
row::14b70849c04facdadf93674b687724cdddba0364,176,https://www.nhs.uk/conditions/food-allergy,4,Carry 2 adrenaline auto-injectors at all times.,False,70,55,65
row::14b70849c04facdadf93674b687724cdddba0364,176,https://www.nhs.uk/conditions/food-allergy,5,Disclose allergy to nursery/school/work; inform airlines/cabin staff before flying; take precautions in public eating environments.,False,70,55,65
row::b88f3054c13f595626b11499b873cec1e2682ba1,177,https://aafa.org/asthma-allergy-research/our-research/food-allergy-anaphylaxis-in-infants,1,Anaphylaxis recognition is difficult in infants/toddlers and requires symptom education and clear decision points for epinephrine use.,False,28,55,20
row::b88f3054c13f595626b11499b873cec1e2682ba1,177,https://aafa.org/asthma-allergy-research/our-research/food-allergy-anaphylaxis-in-infants,2,"Reported epinephrine treatment is substantially higher when an anaphylaxis action plan exists (89% vs 50%), including community and healthcare settings.",False,28,55,20
row::b88f3054c13f595626b11499b873cec1e2682ba1,177,https://aafa.org/asthma-allergy-research/our-research/food-allergy-anaphylaxis-in-infants,3,Adjusted analyses reported ~5x higher odds of epinephrine treatment when an action plan is prescribed.,False,28,55,20
row::6d6f333cc8726ca23815abae88950f895a074b41,178,https://www.foodallergy.org/media-room/fare-applauds-foundational-pbm-reform-urges-congress-require-pbms-stop-blocking-access,1,FARE continues to call on Congress to require PBMs to add epinephrine administration options beyond auto-injectors to their formularies to ensure families can access the option that is right for them.,False,38,55,28
row::6d6f333cc8726ca23815abae88950f895a074b41,178,https://www.foodallergy.org/media-room/fare-applauds-foundational-pbm-reform-urges-congress-require-pbms-stop-blocking-access,2,"Innovations recently brought to market… include a needle-free nasal spray epinephrine administration option, which may help overcome patient and caregiver barriers to carrying and using epinephrine in an emergency.",False,38,55,28
row::6d6f333cc8726ca23815abae88950f895a074b41,178,https://www.foodallergy.org/media-room/fare-applauds-foundational-pbm-reform-urges-congress-require-pbms-stop-blocking-access,3,"Access to epinephrine is critical as it is the only medication that can reverse anaphylaxis, and hesitation in administration can have life-threatening consequences.",False,38,55,28
row::6d6f333cc8726ca23815abae88950f895a074b41,178,https://www.foodallergy.org/media-room/fare-applauds-foundational-pbm-reform-urges-congress-require-pbms-stop-blocking-access,4,"Many PBMs have blocked patient access to this innovation, forcing patients to choose an auto-injector, even when another option is available.",False,38,55,28
row::0dac4c7fa1c7d27a13f6ac6e0df3ea306a164435,179,https://www.pulmonologyadvisor.com/news/food-allergy-management-adolescence-is-high-risk-period,1,"Adolescents with food allergy had 2.83 food allergic reactions per 100 person-months, just under half of which met the criteria for anaphylaxis.",False,72,66,68
row::0dac4c7fa1c7d27a13f6ac6e0df3ea306a164435,179,https://www.pulmonologyadvisor.com/news/food-allergy-management-adolescence-is-high-risk-period,2,The trial involved adolescents 15 to 19 years of age with food allergy… with a current prescription for epinephrine.,False,72,66,68
row::0dac4c7fa1c7d27a13f6ac6e0df3ea306a164435,179,https://www.pulmonologyadvisor.com/news/food-allergy-management-adolescence-is-high-risk-period,3,"Among the 10 reactions meeting anaphylaxis criteria, 6 were treated with epinephrine.",False,72,66,68
row::0dac4c7fa1c7d27a13f6ac6e0df3ea306a164435,179,https://www.pulmonologyadvisor.com/news/food-allergy-management-adolescence-is-high-risk-period,4,The incidence… was 34.0 events per 100 persons per year… Anaphylactic… reactions were… 16.2 events per 100 persons per year…,False,72,66,68
row::0abf0fd21a522c134da7dfd9419b8c8a365edd93,180,https://www.nice.org.uk/guidance/qs118,1,“Overview | Food allergy | Quality standards”,False,5,20,0
row::72563bb6c1fabadf916af5f99870b840ce78c44c,181,https://www.anaphylaxis.org.uk/safeguarding-children-with-severe-allergies-the-anaphylaxis-campaign-launches-campaign-to-ensure-adrenaline-is-stocked-in-all-state-schools,1,Ensure schools have stock AAIs and sufficient trained staff to operate devices.,False,74,66,72
row::72563bb6c1fabadf916af5f99870b840ce78c44c,181,https://www.anaphylaxis.org.uk/safeguarding-children-with-severe-allergies-the-anaphylaxis-campaign-launches-campaign-to-ensure-adrenaline-is-stocked-in-all-state-schools,2,Prompt injection of adrenaline is needed; symptoms can become life-threatening quickly.,False,74,66,72
row::72563bb6c1fabadf916af5f99870b840ce78c44c,181,https://www.anaphylaxis.org.uk/safeguarding-children-with-severe-allergies-the-anaphylaxis-campaign-launches-campaign-to-ensure-adrenaline-is-stocked-in-all-state-schools,3,MHRA advice (as cited) that prescribed individuals should carry two AAIs; rationale includes device failure/misfire and need for a second injection before help arrives.,False,74,66,72
row::72563bb6c1fabadf916af5f99870b840ce78c44c,181,https://www.anaphylaxis.org.uk/safeguarding-children-with-severe-allergies-the-anaphylaxis-campaign-launches-campaign-to-ensure-adrenaline-is-stocked-in-all-state-schools,4,"After AAI use, call an ambulance; position the person appropriately and do not leave alone.",False,74,66,72
row::72563bb6c1fabadf916af5f99870b840ce78c44c,181,https://www.anaphylaxis.org.uk/safeguarding-children-with-severe-allergies-the-anaphylaxis-campaign-launches-campaign-to-ensure-adrenaline-is-stocked-in-all-state-schools,5,School stock AAIs positioned as reducing family burden of providing two devices at school.,False,74,66,72
row::72563bb6c1fabadf916af5f99870b840ce78c44c,181,https://www.anaphylaxis.org.uk/safeguarding-children-with-severe-allergies-the-anaphylaxis-campaign-launches-campaign-to-ensure-adrenaline-is-stocked-in-all-state-schools,6,Emerade recall mentioned; EpiPen and Jext listed as available brands at the time.,False,74,66,72
row::5509e899d760a2ef26dc003e8f9cca3a47716b9a,182,https://www.parallelparliament.co.uk/mp/becky-gittins/debate/2025-07-03/commons/westminster-hall/children-with-allergies-school-safeguarding,1,Teen/young-person lived experience of increased resentment and social friction from carrying adrenaline auto-injectors with friends (visibility/bulk burden).,False,78,85,70
row::5509e899d760a2ef26dc003e8f9cca3a47716b9a,182,https://www.parallelparliament.co.uk/mp/becky-gittins/debate/2025-07-03/commons/westminster-hall/children-with-allergies-school-safeguarding,2,"Recognition challenge: anaphylaxis symptoms can mimic panic attacks, complicating timely response for young people.",False,78,85,70
row::5509e899d760a2ef26dc003e8f9cca3a47716b9a,182,https://www.parallelparliament.co.uk/mp/becky-gittins/debate/2025-07-03/commons/westminster-hall/children-with-allergies-school-safeguarding,3,"School and school-adjacent settings (playground, travel, field trips) are common locations for reactions and first-time anaphylaxis (as cited).",False,78,85,70
row::5509e899d760a2ef26dc003e8f9cca3a47716b9a,182,https://www.parallelparliament.co.uk/mp/becky-gittins/debate/2025-07-03/commons/westminster-hall/children-with-allergies-school-safeguarding,4,"Large reported shortfalls in school safeguards, staff preparedness, and formal allergy training (as cited).",False,78,85,70
row::5509e899d760a2ef26dc003e8f9cca3a47716b9a,182,https://www.parallelparliament.co.uk/mp/becky-gittins/debate/2025-07-03/commons/westminster-hall/children-with-allergies-school-safeguarding,5,"Policy proposals: universal staff training, individual healthcare plans, anaphylaxis plans/risk assessments, identification systems, near-miss reporting, Ofsted accountability, and anti-bullying policies.",False,78,85,70
row::0f171941091bf082a2fcf2072b04ce5b566f4d60,183,https://link.springer.com/article/10.1186/1710-1492-10-39,1,IM thigh administration is recommended for faster onset; this study tests whether standard needle length can anatomically reach muscle in practice.,False,68,82,52
row::0f171941091bf082a2fcf2072b04ce5b566f4d60,183,https://link.springer.com/article/10.1186/1710-1492-10-39,2,Quantified subgroup at risk (women; higher BMI) of subcutaneous delivery despite correct site/pressure assumptions.,False,68,82,52
row::0f171941091bf082a2fcf2072b04ce5b566f4d60,183,https://link.springer.com/article/10.1186/1710-1492-10-39,3,"Technique/real-world variability (force, position) and limited PK compartment-confirmation evidence are explicitly acknowledged.",False,68,82,52
row::1918625f44e8172ddaae388dedef2513624351c8,184,https://www.northyorkshireandyorkformulary.nhs.uk/chaptersSubDetails.asp?FormularySectionID=3&SubSectionRef=03.04.03&SubSectionID=E100,1,Maintain same brand to ensure familiarity with use.,False,74,61,68
row::1918625f44e8172ddaae388dedef2513624351c8,184,https://www.northyorkshireandyorkformulary.nhs.uk/chaptersSubDetails.asp?FormularySectionID=3&SubSectionRef=03.04.03&SubSectionID=E100,2,Supply problems may force switching; patients/carers should re-familiarise (videos).,False,74,61,68
row::1918625f44e8172ddaae388dedef2513624351c8,184,https://www.northyorkshireandyorkformulary.nhs.uk/chaptersSubDetails.asp?FormularySectionID=3&SubSectionRef=03.04.03&SubSectionID=E100,3,Two AAIs should be prescribed and carried at all times (MHRA alert referenced).,False,74,61,68
row::1918625f44e8172ddaae388dedef2513624351c8,184,https://www.northyorkshireandyorkformulary.nhs.uk/chaptersSubDetails.asp?FormularySectionID=3&SubSectionRef=03.04.03&SubSectionID=E100,4,Strength depends on age and weight; refer to product literature.,False,74,61,68
row::1918625f44e8172ddaae388dedef2513624351c8,184,https://www.northyorkshireandyorkformulary.nhs.uk/chaptersSubDetails.asp?FormularySectionID=3&SubSectionRef=03.04.03&SubSectionID=E100,5,Links to MHRA AAI safety updates (2017/2021/2023) and NICE CG134.,False,74,61,68
row::4395345cb3cf503f98f35d5c5942e861f21605f8,185,https://eaaci.org/science/task-forces,1,"“Task forces are projects that deal with specific topics that are relevant, controversial or new in the field.”",False,22,55,5
row::4395345cb3cf503f98f35d5c5942e861f21605f8,185,https://eaaci.org/science/task-forces,2,Category includes: “adolescent”; also “Anaphylaxis”; “Allergy asthma and a sport”; “Allied health and primary care”; “mHealth”; “Pediatrics”; “transitional”.,False,22,55,5
row::4395345cb3cf503f98f35d5c5942e861f21605f8,185,https://eaaci.org/science/task-forces,3,Keywords list includes: “barriers”; “training”; “transition”; “teenager”; “young adult”; “anaphylaxis”; “education”; “educational needs”; “real-life settings”; “registry”.,False,22,55,5
row::20c80949a997c8fd1154ec877926aedee1529508,186,https://www.anaphylaxis.org.uk/winter-care-for-your-adrenaline-auto-injectors,1,Carry expectation plus winter/outdoor storage complexity.,False,62,48,55
row::20c80949a997c8fd1154ec877926aedee1529508,186,https://www.anaphylaxis.org.uk/winter-care-for-your-adrenaline-auto-injectors,2,Manufacturer storage constraints (store below 25°C; do not freeze/refrigerate).,False,62,48,55
row::20c80949a997c8fd1154ec877926aedee1529508,186,https://www.anaphylaxis.org.uk/winter-care-for-your-adrenaline-auto-injectors,3,Vehicles as a high-variability temperature environment.,False,62,48,55
row::20c80949a997c8fd1154ec877926aedee1529508,186,https://www.anaphylaxis.org.uk/winter-care-for-your-adrenaline-auto-injectors,4,Ancillary equipment (insulated carrier) suggested to manage temperature.,False,62,48,55
row::20c80949a997c8fd1154ec877926aedee1529508,186,https://www.anaphylaxis.org.uk/winter-care-for-your-adrenaline-auto-injectors,5,Expiry monitoring and replacement planning as ongoing management tasks.,False,62,48,55
row::20c80949a997c8fd1154ec877926aedee1529508,186,https://www.anaphylaxis.org.uk/winter-care-for-your-adrenaline-auto-injectors,6,Prolonged freezing may solidify adrenaline and risk non-function.,False,62,48,55
row::a72124f31c5b07167b77927f055beb03602414be,187,https://bswformulary.nhs.uk/Mobile/chaptersSubDetails.asp?FormularySectionID=3&SubSectionRef=03.04.03&SubSectionID=B100,1,Technique/usability assessment and re-assessment is recommended as part of structured review; switch devices if technique is not satisfactory (respiratory context).,False,32,62,18
row::a72124f31c5b07167b77927f055beb03602414be,187,https://bswformulary.nhs.uk/Mobile/chaptersSubDetails.asp?FormularySectionID=3&SubSectionRef=03.04.03&SubSectionID=B100,2,"NICE decision aid exists for age ≥17 around inhaler device options (shared decision-making for older adolescents/AYA, respiratory context).",False,32,62,18
row::b1abfc1db1761d44426a01d9371535798d63c36c,188,https://www.anaphylaxis.org.uk/fact-sheet/egg-allergy,1,Symptoms can come on quickly within minutes after exposure.,False,68,55,62
row::b1abfc1db1761d44426a01d9371535798d63c36c,188,https://www.anaphylaxis.org.uk/fact-sheet/egg-allergy,2,Anaphylaxis severity framed via breathing/circulation involvement; ABC symptom framework provided.,False,68,55,62
row::b1abfc1db1761d44426a01d9371535798d63c36c,188,https://www.anaphylaxis.org.uk/fact-sheet/egg-allergy,3,Fatality risk is described as rare but possible with ABC symptoms.,False,68,55,62
row::b1abfc1db1761d44426a01d9371535798d63c36c,188,https://www.anaphylaxis.org.uk/fact-sheet/egg-allergy,4,Asthma (especially poorly controlled) noted as a clue for higher risk of serious reactions.,False,68,55,62
row::b1abfc1db1761d44426a01d9371535798d63c36c,188,https://www.anaphylaxis.org.uk/fact-sheet/egg-allergy,5,Adrenaline positioned as emergency medicine for anaphylaxis; importance of knowing how/when to use.,False,68,55,62
row::b1abfc1db1761d44426a01d9371535798d63c36c,188,https://www.anaphylaxis.org.uk/fact-sheet/egg-allergy,6,Training/practice devices/videos recommended as support tools.,False,68,55,62
row::b1abfc1db1761d44426a01d9371535798d63c36c,188,https://www.anaphylaxis.org.uk/fact-sheet/egg-allergy,7,"UK prescription options listed include AAIs and intranasal adrenaline (EURneffy), described as needle-free nasal spray.",False,68,55,62
row::b1abfc1db1761d44426a01d9371535798d63c36c,188,https://www.anaphylaxis.org.uk/fact-sheet/egg-allergy,8,Carry two in-date adrenaline devices; second dose may be needed if no improvement after 5 minutes or symptoms worsen.,False,68,55,62
row::4d3ee3db124460536f8fae81931a9257e7a3fc27,189,https://www.bsaci.org/benedicts-law-moves-decisively-forward-as-government-commits-to-mandatory-school-allergy-guidance-and-lords-prepare-to-vote,1,"Government has now committed to consulting on and publishing new mandatory, statutory guidance for schools on managing medical conditions and allergies (announced during the Lords debate on 3rd February 2026).",False,78,82,65
row::4d3ee3db124460536f8fae81931a9257e7a3fc27,189,https://www.bsaci.org/benedicts-law-moves-decisively-forward-as-government-commits-to-mandatory-school-allergy-guidance-and-lords-prepare-to-vote,2,"Core protections include access to emergency medication, staff training, and clear school allergy policies.",False,78,82,65
